Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Pakistan,PAK,5589000000,9028000000,20375000000,21569000000,23425000000,23329000000,21979000000,28319000000,30901000000,28470000000,32320000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Palau,PLW,..,12000000,7000000,6000000,4000000,4000000,7000000,2000000,8000000,7000000,3000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Panama,PAN,340000000,859000000,11195000000,11093000000,11480000000,11318000000,9483000000,13161000000,15278000000,16738000000,13181000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Papua New Guinea,PNG,1177000000,2096000000,8194000000,9952000000,10524000000,10946000000,9077000000,10842000000,14614000000,12831000000,13396000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Paraguay,PRY,959000000,2200000000,8494000000,8680000000,9042000000,7968000000,8518000000,10547000000,9957000000,11891000000,10880000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Peru,PER,3280000000,6955000000,36516000000,43454000000,48019000000,46444000000,39600000000,59648000000,62911000000,64715000000,73029000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Philippines,PHL,8117000000,38078000000,56313000000,68713000000,67488000000,70334000000,63879000000,74618000000,78930000000,73527000000,72984000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Poland,POL,14320000000,31747000000,203817000000,234364000000,263569000000,266595000000,273835000000,340634000000,360542000000,381517000000,380064000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Portugal,PRT,16417000000,24363000000,55372000000,62130000000,68361000000,67063000000,61496000000,75229000000,82463000000,83621000000,85737000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Qatar,QAT,3641000000,11594000000,57309000000,67498000000,84905000000,72935000000,51504000000,87203000000,130964000000,97751000000,94286000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Romania,ROU,4960000000,10412000000,63534000000,70761000000,79660000000,76871000000,70718000000,87388000000,96699000000,100607000000,100310000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Russian Federation,RUS,..,105033000000,281710000000,352943000000,443914000000,419721000000,333530000000,494161000000,592075000000,424749000000,433092000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Rwanda,RWA,110000000,52000000,731000000,1037000000,1122000000,1241000000,1408000000,1530000000,2111000000,2466000000,3201000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Samoa,WSM,9000000,65000000,56000000,44000000,46000000,49000000,37000000,29000000,43000000,43000000,42000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sao Tome and Principe,STP,4000000,3000000,14000000,15000000,16000000,13000000,14000000,21000000,22000000,24000000,29000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Saudi Arabia,SAU,44417000000,77583000000,183579000000,221835000000,294373000000,261603000000,173854000000,276179000000,411184000000,320018000000,305499000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Senegal,SEN,761000000,920000000,2640000000,2989000000,3623000000,4179000000,3929000000,5202000000,5710000000,5317000000,6405000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Serbia,SRB,..,..,14874000000,16992000000,19227000000,19630000000,19498000000,25564000000,29058000000,30935000000,31586000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Seychelles,SYC,56000000,194000000,460000000,547000000,569000000,518000000,432000000,464000000,537000000,541000000,556000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sierra Leone,SLE,138000000,13000000,624000000,567000000,554000000,635000000,423000000,697000000,1059000000,1328000000,1535000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Singapore,SGP,52730000000,137804000000,330481000000,373446000000,412955000000,390763000000,362534000000,457357000000,515802000000,476252000000,505658000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sint Maarten (Dutch part),SXM,..,..,132000000,123000000,148000000,181000000,134000000,144000000,209000000,227000000,227000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Slovak Republic,SVK,..,11832000000,77060000000,83414000000,93425000000,89509000000,86640000000,103891000000,108386000000,117494000000,115634000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Slovenia,SVN,..,8770000000,32917000000,38443000000,44200000000,44943000000,44832000000,57352000000,69716000000,73045000000,79063000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Solomon Islands,SLB,70000000,69000000,437000000,500000000,569000000,461000000,379000000,371000000,340000000,431000000,507000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Somalia, Fed. Rep.",SOM,150000000,123000000,615000000,464000000,534000000,570000000,513000000,503000000,733000000,992000000,1107000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,South Africa,ZAF,23549000000,29983000000,76214000000,88947000000,93970000000,90016000000,85834000000,123572000000,122901000000,110855000000,110076000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,South Sudan,SSD,..,..,..,..,..,1613000000,783000000,812000000,907000000,870000000,890000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Spain,ESP,55642000000,115251000000,289981000000,319531000000,346754000000,334018000000,308317000000,379969000000,415462000000,422487000000,424234000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sri Lanka,LKA,1912000000,5430000000,10310000000,11360000000,11890000000,11940000000,10047000000,12499000000,13107000000,11911000000,12772000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,St. Kitts and Nevis,KNA,28000000,33000000,51000000,50000000,54000000,58000000,52000000,50000000,29000000,25000000,31000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,St. Lucia,LCA,127000000,43000000,120000000,127000000,62000000,82000000,55000000,59000000,79000000,80000000,92000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,St. Martin (French part),MAF,..,..,132000000,123000000,148000000,181000000,134000000,139000000,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,St. Vincent and the Grenadines,VCT,83000000,47000000,47000000,42000000,44000000,39000000,55000000,35000000,46000000,41000000,57000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sudan,SDN,374000000,1807000000,3094000000,4100000000,3478000000,3735000000,3803000000,5027000000,4357000000,3628000000,3134000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Suriname,SUR,472000000,396000000,1439000000,1992000000,2180000000,2155000000,2193000000,2291000000,2836000000,2311000000,1411000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sweden,SWE,57540000000,87132000000,139290000000,152920000000,165968000000,160576000000,155496000000,189524000000,197736000000,197469000000,195790000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Switzerland,CHE,63784000000,80500000000,302900000000,299603000000,310749000000,313934000000,319318000000,380194000000,400693000000,419982000000,446648000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Syrian Arab Republic,SYR,4212000000,4634000000,2377000000,2555000000,2400000000,2609000000,2727000000,1823000000,2019000000,3033000000,3336000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Tajikistan,TJK,..,785000000,899000000,1198000000,1073000000,1174000000,1407000000,2150000000,2142000000,2449000000,1947000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Tanzania,TZA,331000000,734000000,4500000000,4113000000,4041000000,5005000000,6061000000,6391000000,6825000000,7275000000,8702000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Thailand,THA,23068000000,68963000000,215388000000,236635000000,252957000000,246269000000,231634000000,272006000000,287425000000,285074000000,300529000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Timor-Leste,TLS,..,..,20000000,23000000,45000000,154000000,264000000,615000000,373000000,164000000,85000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Togo,TGO,268000000,363000000,1036000000,1016000000,1080000000,1055000000,1207000000,1300000000,1442000000,1572000000,1632000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Tonga,TON,11000000,9000000,21000000,19000000,13000000,20000000,15000000,16000000,13000000,10000000,9000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Trinidad and Tobago,TTO,1960000000,4274000000,7633000000,8741000000,10532000000,7192000000,5519000000,8620000000,13286000000,7864000000,7899000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Tunisia,TUN,3526000000,5850000000,13572000000,14204000000,15535000000,14933000000,13799000000,16689000000,18561000000,19985000000,19943000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Turkiye,TUR,12959000000,27775000000,149247000000,164495000000,177169000000,180833000000,169638000000,225214000000,254170000000,255627000000,261800000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Turkmenistan,TKM,..,2506000000,6964000000,7458000000,9706000000,10622000000,6477000000,9445000000,13550000000,14427000000,12371000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Turks and Caicos Islands,TCA,..,..,4000000,4000000,4000000,3000000,3000000,4000000,5000000,4000000,4000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Uganda,UGA,152000000,403000000,2482000000,2901000000,3087000000,3564000000,4149000000,3965000000,3577000000,6305000000,7900000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Ukraine,UKR,..,14573000000,36360000000,43265000000,47336000000,50054000000,49192000000,68073000000,44134000000,36040000000,40407000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,United Arab Emirates,ARE,23544000000,49835000000,295031000000,313603000000,387964000000,389428000000,335297000000,425160000000,515621000000,570245000000,603646000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,United Kingdom,GBR,185172000000,283173000000,410856000000,440997000000,486439000000,460026000000,399529000000,472147000000,546151000000,525016000000,512633000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,United States,USA,393592000000,781918000000,1451011000000,1546273000000,1663982000000,1643161000000,1424935000000,1754300000000,2065157000000,2018059000000,2065131000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Uruguay,URY,1693000000,2295000000,7043000000,7888000000,7498000000,7680000000,6864000000,9535000000,11184000000,9220000000,10238000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Uzbekistan,UZB,..,2817000000,8974000000,10079000000,10921000000,14930000000,13097000000,14081000000,15276000000,19229000000,19744000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Vanuatu,VUT,19000000,26000000,50000000,47000000,61000000,56000000,46000000,54000000,61000000,60000000,61000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Venezuela, RB",VEN,17497000000,33529000000,26696000000,31960000000,34440000000,17210000000,5010000000,3535000000,4750000000,7800000000,14310000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Viet Nam,VNM,2404000000,14483000000,176581000000,215014000000,243699000000,264268000000,282629000000,335978000000,371288000000,353782000000,404824000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Yemen, Rep.",YEM,692000000,4079000000,411000000,418000000,570000000,652000000,404000000,662000000,690000000,249000000,229000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Zambia,ZMB,1309000000,892000000,6372000000,8000000000,9034000000,7039000000,7924000000,11013000000,11643000000,10431000000,11198000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Zimbabwe,ZWE,1726000000,1925000000,3335000000,3481000000,4057000000,4269000000,4395000000,6036000000,6586000000,7225000000,7432000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Africa Eastern and Southern,AFE,41553492192.9942,56189968529.7509,166906940483.164,197516652469.442,222870786318.612,200386281280.558,181819330427.085,254311908041.606,273240944610.531,259811587741.866,267211211654.596,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Africa Western and Central,AFW,27434000000,39059000000,99561000000,116364000000,143604000000,140454000000,114264000000,140228000000,169713000000,161771000000,170260000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Arab World,ARB,143190733682.649,261274300942.346,802116283576.181,911317272336.128,1156760897942.77,1092675429477.58,820601107847.493,1186554922531.46,1625561981559.34,1484224541449.93,1491039329445.85,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Caribbean small states,CSS,3613000000,6468000000,12203000000,13867000000,15690000000,12590000000,11496000000,16800000000,29264000000,25315000000,30990000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Central Europe and the Baltics,CEB,..,138839000000,732799000000,829023000000,925336000000,916319000000,903219000000,1103793000000,1197866000000,1247720000000,1247114000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Early-demographic dividend,EAR,309870667690.666,695329587784.461,1841097580292.76,2072833733158.4,2309928601238.53,2220757497848.48,1892438336595.94,2564504112897.16,3096698712811.19,2877622061646.02,2954748318882.35,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,East Asia & Pacific,EAS,764872364497.714,1771084401459.09,5426277204255.37,6011228226274.03,6500482244690.48,6371018239817.21,6336918238533.62,7974034300157.78,8514091320486.55,8000651301159.69,8446824317954.49,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,East Asia & Pacific (excluding high income),EAP,155609662820.207,541832789939.362,2924014199873.47,3220292220125.8,3532798241487.42,3545561242359.84,3625177247802.06,4593988314025.96,5003319342006.13,4740155324017.33,5032739344017.16,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,East Asia & Pacific (IDA & IBRD countries),TEA,153759567183.953,541140476492.225,2921033199936.27,3218543220299.96,3532560241793.52,3545299242665.47,3625106248128.03,4593941314441.98,5003210342455.26,4739870324430.4,5032413344454.13,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Euro area,EMU,1259502705087.43,1930354000000,4176589000000,4578782000000,5013495000000,4854009000000,4522875000000,5487464000000,5936116000000,5936778000000,5873943000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Europe & Central Asia,ECS,1766231741236.19,2780196172658.09,6376310476392.5,7035890028874.99,7779770760119.48,7552330478766.21,7001403548952.79,8666062971198.83,9536761733391.2,9335456802972.38,9295811204083.73,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Europe & Central Asia (excluding high income),ECA,..,72933462915.1865,310894496537.867,360971650587.44,408732791333.872,415834030566.848,375199161622.599,501810892769.25,561001904616.136,557109840755.648,566954649573.84,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Europe & Central Asia (IDA & IBRD countries),TEC,..,229462710024.354,900335911734.531,1066550741135.16,1246916856262.21,1229546140527.48,1102430678306.75,1487036512752.38,1685728767995.11,1536880652551.7,1552931782151.88,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,European Union,EUU,1402165349397.44,2173075000000,4969739000000,5466719000000,5992948000000,5825391000000,5475897000000,6640506000000,7166407000000,7211335000000,7150224000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Fragile and conflict affected situations,FCS,84559575820.6607,126718285027.332,232256673840.484,286500633886.668,366204177054.81,335538800578.841,235301716317.411,332378914702.127,386873033673.653,354154100085.658,367646600298.909,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Heavily indebted poor countries (HIPC),HPC,20435229464.2857,27760000000,110397000000,131099000000,149155000000,137750000000,141053000000,179384000000,198629000000,210525000000,231681000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,High income,HIC,2981168684769.42,5273356716831.45,11267624952927.7,12390382550431.8,13622754282235.1,13152639917824.2,12041437714339.7,15030136098906.4,16757115146708.5,16110516537532.7,16284604109569.6,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,IBRD only,IBD,505192376367.12,1308003420731.78,5271334000000,5927538000000,6608933000000,6503303000000,6197624000000,8088897000000,9090815000000,8564715000000,8945969000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,IDA & IBRD total,IBT,563294414777.168,1402751218318.45,5543320251041.59,6244337487921.58,6972838142216.33,6867435684696.74,6526606344523.41,8493984728232.26,9551683668515.17,9024391092772.07,9441873851078.25,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,IDA blend,IDB,33816675821.1906,49081584155.0949,106688000000,124126000000,148178000000,150227000000,116223000000,146467000000,175752000000,167427000000,174080000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,IDA only,IDX,23886176342.4577,45796147816.7499,165619503677.15,193155864893.596,216276507326.582,214473549484.2,213402020763.984,259258395608.454,285771655300.731,293116681414.963,322907201589.258,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,IDA total,IDA,57926116426.3436,94992282364.8157,272004948255.59,316925967469.324,364149048763.698,364430872072.385,329169694018.874,405201860602.601,461027031070.448,459962075915.341,496288209123.959,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Late-demographic dividend,LTE,325212428944.614,930898175810.436,4412717120395.32,4915889553074.53,5573544224709.56,5519459094715.11,5382743622978.61,6901145827578.7,7754632936954.68,7364465631713.85,7731023107540.54,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Latin America & Caribbean,LCN,155015819017.181,394367858860.913,952131794498.623,1065718275928.21,1159443328827.29,1130073826893.46,1023827836561.32,1302658819063.89,1523956388587.43,1504219753795.53,1571258835610.93,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Latin America & Caribbean (excluding high income),LAC,111568000000,295868000000,757082000000,847127000000,922972000000,921836000000,833601000000,1058724000000,1242078000000,1227756000000,1270617000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Latin America & the Caribbean (IDA & IBRD countries),TLA,138301000000,361064000000,880481000000,985992000000,1072750000000,1045939000000,948125000000,1206479000000,1411310000000,1393519000000,1455807000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Least developed countries: UN classification,LDC,18462527620.0708,35363183077.0982,151174915786.674,180116036679.439,208206306915.82,199107185977.599,187837024973.859,237051472899.656,267340156627.815,260945867749.15,279189050179.072,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Low & middle income,LMY,471367443552.844,1181610459649.08,4832130865488.99,5400203159172.46,5984192703835.89,5928956780000.7,5683479361141.85,7359543286764.44,8256590739334.37,7878210137333.11,8269209396830.87,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Low income,LIC,14344818496.3371,17615391889.2186,41000866575.5635,50612355148.6282,60273814956.5308,52501693112.6035,52388438621.9403,65744231829.9628,65526989125.1453,82114653662.1828,88094490769.1975,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Lower middle income,LMC,89947251740.9993,202689083657.573,837406443588.448,968944942285.91,1074762334826.23,1099735664475.45,1005182031478.69,1293053934637.57,1481286121688.17,1395162516079.63,1483800094183.97,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Middle East, North Africa, Afghanistan & Pakistan",MEA,180545069835.316,330781533102.85,954402981241.767,1083809479157.14,1343484169643.85,1237563860956.18,936035859452.816,1341552370461.64,1822470169779,1668431228349.39,1693964443370.27,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,79653636188.4146,121210259166.457,265745179177.725,313761620976.47,379522415378.001,330599261642.475,234626825507.435,359723856509.556,491676637211.44,445818169822.231,461277608344.33,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,79064000000,120313000000,263778000000,311439000000,376713000000,328152000000,232890000000,357061000000,488037000000,442518000000,457863000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Middle income,MIC,457423443553.365,1164474656422.2,4791258951159.5,5350017621477.46,5924638975895.87,5876742774322.82,5631424939018.76,7294172396556.92,8191249953156.01,7796826889246.33,8181936441564.02,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,North America,NAC,521281000000,1058604000000,1841021000000,1966956000000,2116313000000,2092005000000,1815775000000,2263770000000,2667705000000,2588290000000,2633946000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,OECD members,OED,2665154238851.63,4626493000000,9560614000000,10448571000000,11352571000000,11043739000000,10171104000000,12486008000000,13824704000000,13583705000000,13622488000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Other small states,OSS,..,17929115789.2001,39749863351.8006,44562286177.2853,52096019529.0859,50130506177.2853,46158714903.0471,61989690997.2299,70656018365.651,63827401911.3573,63510099307.4792,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Pacific island small states,PSS,631238563.879507,809612889.702335,1611223223.52941,1688233892.81046,1839254815.68627,1745241790.84967,1500207843.13725,1532212277.12418,1779246501.96078,1846255785.62091,2063285853.59477,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Post-demographic dividend,PST,2702201680721.51,4613984000000,9392311000000,10265228000000,11102325000000,10733955000000,9890195000000,12185504000000,13310513000000,12969153000000,13048097000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Pre-demographic dividend,PRE,45929452858.7009,72157155285.8094,187501562320.329,239013324847.445,308411593308.76,284955073575.422,214270288741.052,293786651844.366,378737832343.954,351035137013.763,363265486073.054,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Small states,SST,13595249954.0563,25145562682.2571,53342223012.3652,59873552865.9025,69294747606.3463,63972606501.2704,58686815897.9165,79754069910.677,101753607379.369,90976752751.1716,96968170740.8955,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,South Asia,SAS,21904000000,55214000000,311223000000,348085000000,377651000000,377620000000,321855000000,454901000000,520347000000,489914000000,505225000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,South Asia (IDA & IBRD),TSA,21904000000,55214000000,311223000000,348085000000,377651000000,377620000000,321855000000,454901000000,520347000000,489914000000,505225000000,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sub-Saharan Africa,SSF,68990481725.2466,95269144911.6403,266389160154.686,313775155300.367,366459427068.637,340922016107.385,296109548065.738,394505282765.29,442986050262.529,421614567743.407,437518226614.357,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sub-Saharan Africa (excluding high income),SSA,68640169995.346,94592651273.9233,263138475307.16,310206369872.362,363194310314.953,337668524768.665,292421161254.154,390096288863.97,438485203093.869,417612459107.538,432465068528.086,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Sub-Saharan Africa (IDA & IBRD countries),TSS,68990481725.2466,95269144911.6403,266389160154.686,313775155300.367,366459427068.637,340922016107.385,296109548065.738,394505282765.29,442986050262.529,421614567743.407,437518226614.357,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,Upper middle income,UMC,367404457600.19,961764293343.59,3953927449139.03,4381233374610.03,4850058568108.45,4777264085104.44,4626378574631.22,6001273908793.77,6710204784269.53,6401860087573.5,6698386569400.69,..
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,World,WLD,3463210053216.73,6485088993726.49,16128591379115,17825225299195.1,19643905356792.5,19101924853130.6,17734606239848.6,22400091251404.6,25025918799059.2,24003103945660.7,24577153602106.8,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/24/2026,,,,,,,,,,,,,,,
